pid,stage,projectname,keywords,country,location,sector,subsector,totalbudget,financialstructure,eststart,estcompletion,developer,sponsor,lat,lng,geocode
2886,procurement,Wheatridge Renewable Energy Facility,"solar,renewable,wind,clean energy,portland,nextera",United States,"morrow county, Oregon",Energy,Generation — Renewables,500,Private,2020-06-01,2023-06-01,NextEra Energy,Portland General Electric,45.360901,-119.605246,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2019 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2019 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""morrow county, Oregon""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":"""",""adminArea5Type"":""City"",""adminArea4"":""Morrow County"",""adminArea4Type"":""County"",""adminArea3"":""OR"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A4XAX"",""geocodeQuality"":""COUNTY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":45.360901,""lng"":-119.605246},""displayLatLng"":{""lat"":45.360901,""lng"":-119.605246}}]}]}"
3741,planning,Jayhawk Wind Project,"energy,renewables,wind,KS",United States,"Bourbon County, KS",Energy,Generation — Renewables,250,Private,2020-06-01,2022-06-01,Apex Clean Energy,Apex Clean Energy,37.84858,-94.867959,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Bourbon County, KS""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":"""",""adminArea5Type"":""City"",""adminArea4"":""Bourbon County"",""adminArea4Type"":""County"",""adminArea3"":""KS"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A4XAX"",""geocodeQuality"":""COUNTY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":37.84858,""lng"":-94.867959},""displayLatLng"":{""lat"":37.84858,""lng"":-94.867959}}]}]}"
3848,planning,East River Tunnel Rehabilitation,"tunnel,east river,NY",United States,"Queens, New York",Transport,Bridges,1200,Public,2024-10-01,2028-09-01,,Amtrak; Long Island Rail Road; NJ TRANSIT,40.652493,-73.791421,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Queens, New York""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""New York City"",""adminArea5Type"":""City"",""adminArea4"":""Queens County"",""adminArea4Type"":""County"",""adminArea3"":""NY"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A4XXX"",""geocodeQuality"":""COUNTY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":40.652493,""lng"":-73.791421},""displayLatLng"":{""lat"":40.652493,""lng"":-73.791421}}]}]}"
2122,procurement,Howard Street Tunnel Widening,"Baltimore, Howard, Street, Tunnel, Widening,stimulus,MD",United States,"Baltimore, MD",Transport,Tunnels,466,PPP,2021-06-01,2024-11-01,CSX,MDOT,39.290882,-76.610759,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Baltimore, MD United States""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Baltimore"",""adminArea5Type"":""City"",""adminArea4"":"""",""adminArea4Type"":""County"",""adminArea3"":""MD"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""21203"",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":39.290882,""lng"":-76.610759},""displayLatLng"":{""lat"":39.290882,""lng"":-76.610759}}]}]}"
3412,planning,FM 973,"texas,farm road,TX",United States,"Austin, Texas",Transport,Highways,55,,2025-12-01,1111-11-11,,TxDOT,30.271129,-97.743699,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Austin, Texas""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Austin"",""adminArea5Type"":""City"",""adminArea4"":""Travis County"",""adminArea4Type"":""County"",""adminArea3"":""TX"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":30.271129,""lng"":-97.743699},""displayLatLng"":{""lat"":30.271129,""lng"":-97.743699}}]}]}"
1772,feasibility,Northeast Maglev Project Phase 1,"maglev, technology, innovation, Top 5 USA, DC, MD",United States,"Washington, DC",Transport,Transit,10000,Private,1111-11-11,2027-06-01,"The Northeat Maglev (TNEM), Baltimore-Washington Rapid Rail","FRA, Maryland DOT",38.894955,-77.036646,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Washington, DC United States""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Washington"",""adminArea5Type"":""City"",""adminArea4"":"""",""adminArea4Type"":""County"",""adminArea3"":""District of Columbia"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":38.894955,""lng"":-77.036646},""displayLatLng"":{""lat"":38.894955,""lng"":-77.036646}}]}]}"
3548,planning,Upper Ohio Navigation Project,"dam,locks,critical,Pennsylvania,pittsburgh,water,river,navigation,Ohio river",United States,Pittsburgh,Transport,Ports & Logistics,2300,Public,1111-11-11,1111-11-11,,USACE,40.441694,-79.990086,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Pittsburgh""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Pittsburgh"",""adminArea5Type"":""City"",""adminArea4"":""Allegheny County"",""adminArea4Type"":""County"",""adminArea3"":""PA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":40.441694,""lng"":-79.990086},""displayLatLng"":{""lat"":40.441694,""lng"":-79.990086}}]}]}"
2896,planning,Camden Spaceport,"space,spaceport,rocket,georgia,camden,GA",United States,"200 EAST 4TH STREET  WOODBINE, GA 31569",Information & Communication Technologies,Other,150,PPP,2021-06-01,2024-06-01,,Camden County Board of Commissioners,30.968574,-81.718335,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""200 EAST 4TH STREET  WOODBINE, GA 31569 United States""},""locations"":[{""street"":""East 4th Street"",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Woodbine"",""adminArea5Type"":""City"",""adminArea4"":""Camden County"",""adminArea4Type"":""County"",""adminArea3"":""GA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""31569"",""geocodeQualityCode"":""B1AAA"",""geocodeQuality"":""STREET"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":30.968574,""lng"":-81.718335},""displayLatLng"":{""lat"":30.968574,""lng"":-81.718335}}]}]}"
3415,planning,Venetian Causeway Bridges,"miami,causeway,bridge,FL",United States,Miami,Transport,Bridges,100,,2022-05-01,1111-11-11,,Florida DOT,25.774266,-80.193659,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Miami""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Miami"",""adminArea5Type"":""City"",""adminArea4"":""Miami-Dade County"",""adminArea4Type"":""County"",""adminArea3"":""FL"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":25.774266,""lng"":-80.193659},""displayLatLng"":{""lat"":25.774266,""lng"":-80.193659}}]}]}"
3621,planning,NM 68 Road and Bridge Improvement Project (Phase 2),"bridge,New mexico,NM",United States,"Velarde, New Mexico, 87582",Transport,Bridges,18,Public,2020-06-01,1111-11-11,WHP Pacific,NMDOT,36.158912,-105.974743,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Velarde, New Mexico, 87582 United States""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Velarde"",""adminArea5Type"":""City"",""adminArea4"":""Rio Arriba County"",""adminArea4Type"":""County"",""adminArea3"":""NM"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""87582"",""geocodeQualityCode"":""A5XAA"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":36.158912,""lng"":-105.974743},""displayLatLng"":{""lat"":36.158912,""lng"":-105.974743}}]}]}"
3552,feasibility,I-605/SR-60 Interchange Improvements,"transit,transport,highways,caltrans,CA,California",United States,"Downey, California",Transport,Highways,9900,,2020-06-01,2024-06-01,,"Caltrans, LA Metro",33.940014,-118.132569,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Downey, California""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Downey"",""adminArea5Type"":""City"",""adminArea4"":""Los Angeles County"",""adminArea4Type"":""County"",""adminArea3"":""CA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":33.940014,""lng"":-118.132569},""displayLatLng"":{""lat"":33.940014,""lng"":-118.132569}}]}]}"
3637,feasibility,Yellowstone Airport,"Transport,airport,logistics,montana,yellowsone,terminal,MT",United States,"West Yellowstone, Montana",Transport,Airports & Logistics,27,,2021-06-01,2024-06-01,,Montana Aeronautics Division,44.66429,-111.105137,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""West Yellowstone, Montana""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""West Yellowstone"",""adminArea5Type"":""City"",""adminArea4"":""Gallatin County"",""adminArea4Type"":""County"",""adminArea3"":""MT"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":44.66429,""lng"":-111.105137},""displayLatLng"":{""lat"":44.66429,""lng"":-111.105137}}]}]}"
3600,procurement,Sioux Falls Water Reclamation Plant expansion,"sioux falls,wwtp,South dakota,SD",United States,Sioux Falls,Water,Waste Water,159,Public,2021-06-01,2024-06-01,McCarthy Building Companies,Sioux Falls Public Works Department,43.549975,-96.700327,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Sioux Falls""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Sioux Falls"",""adminArea5Type"":""City"",""adminArea4"":""Minnehaha County"",""adminArea4Type"":""County"",""adminArea3"":""SD"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":43.549975,""lng"":-96.700327},""displayLatLng"":{""lat"":43.549975,""lng"":-96.700327}}]}]}"
3914,planning,I-95 Widening North of Fayetteville: Exit 72 to Exit 73,"I-95,NC,road",United States,"Harnett County, North Carolina",Transport,Highways,65,Public,2021-07-01,2025-07-01,,NCDOT,35.388093,-78.862496,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Harnett County, North Carolina""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":"""",""adminArea5Type"":""City"",""adminArea4"":""Harnett County"",""adminArea4Type"":""County"",""adminArea3"":""NC"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A4XAX"",""geocodeQuality"":""COUNTY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":35.388093,""lng"":-78.862496},""displayLatLng"":{""lat"":35.388093,""lng"":-78.862496}}]}]}"
2888,procurement,Louisiana Coastal Protection and Restoration Program,"cpra,Louisiana,master plan,coastal,LA",United States,"150 Terrace Ave, Baton Rouge, LA 70802",Water,Waste Water,10000,Other,1111-11-11,2026-06-01,,Coastal Protection and Restoration Authority,30.436268,-91.182286,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""150 Terrace Ave, Baton Rouge, LA 70802 United States""},""locations"":[{""street"":""Terrace Avenue"",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Baton Rouge"",""adminArea5Type"":""City"",""adminArea4"":""East Baton Rouge Parish"",""adminArea4Type"":""County"",""adminArea3"":""LA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""70802"",""geocodeQualityCode"":""B1XAA"",""geocodeQuality"":""STREET"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":30.436268,""lng"":-91.182286},""displayLatLng"":{""lat"":30.436268,""lng"":-91.182286}}]}]}"
3553,planning,Borderlands Wind Project,"renewable,wind,energy,NM,New Mexico",United States,"Red Hill, New Mexico",Energy,Generation — Renewables,200,Private,2020-06-01,2021-06-01,,"Borderlands Wind, LLC",31.865649,-108.848111,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Red Hill, New Mexico""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":"""",""adminArea5Type"":""City"",""adminArea4"":""Hidalgo County"",""adminArea4Type"":""County"",""adminArea3"":""NM"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XXX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":31.865649,""lng"":-108.848111},""displayLatLng"":{""lat"":31.865649,""lng"":-108.848111}}]}]}"
3556,planning,RM 620 (SH 71 - HUDSON BEND ROAD),"TxDOT,transport,highways,TX,Texas",United States,"Bee Cave, Texas",Transport,Highways,80,,2020-06-01,2024-06-01,,TxDOT,30.308537,-97.94501,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Bee Cave, Texas""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Bee Cave"",""adminArea5Type"":""City"",""adminArea4"":""Travis County"",""adminArea4Type"":""County"",""adminArea3"":""TX"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":30.308537,""lng"":-97.94501},""displayLatLng"":{""lat"":30.308537,""lng"":-97.94501}}]}]}"
3609,planning,Spanish Peaks Solar Project,"Solar,Colorado,Renewable energy",United States,"Trinidad, CO",Energy,Generation — Renewables,100,Private,2022-01-01,2023-06-01,,Tri-State Energy,37.169397,-104.500541,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Trinidad, CO""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Trinidad"",""adminArea5Type"":""City"",""adminArea4"":""Las Animas County"",""adminArea4Type"":""County"",""adminArea3"":""CO"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":37.169397,""lng"":-104.500541},""displayLatLng"":{""lat"":37.169397,""lng"":-104.500541}}]}]}"
3837,planning,Brigham & Women's Faulkner Hospital Expansion,"boston,hospital,social,MA",United States,"Jamaica Plain, Massachusetts",Social,Hospitals,250,Private,2020-12-01,2021-12-01,,Partners HealthCare,42.30982,-71.12033,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Jamaica Plain, Massachusetts""},""locations"":[{""street"":"""",""adminArea6"":""Jamaica Plain"",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Boston"",""adminArea5Type"":""City"",""adminArea4"":""Suffolk County"",""adminArea4Type"":""County"",""adminArea3"":""MA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""02130"",""geocodeQualityCode"":""A6XXX"",""geocodeQuality"":""NEIGHBORHOOD"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":42.30982,""lng"":-71.12033},""displayLatLng"":{""lat"":42.30982,""lng"":-71.12033}}]}]}"
3864,planning,Buckeye XPress,"OH,WV,pipeline",United States,"Ceredo, West Virginia",Oil & Gas,Pipelines — Gas,706,Private,2020-06-01,1111-11-11,TransCanada Energy and Columbia Gas Transmission LLC,"FERC, USACE",38.396471,-82.558769,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Ceredo, West Virginia""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Ceredo"",""adminArea5Type"":""City"",""adminArea4"":""Wayne County"",""adminArea4Type"":""County"",""adminArea3"":""WV"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""25507"",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":38.396471,""lng"":-82.558769},""displayLatLng"":{""lat"":38.396471,""lng"":-82.558769}}]}]}"
3541,planning,605/Valley Blvd: Interchange Improvement Project,"highway,CA",United States,"Ojai, California",Transport,Highways,31,Public,2022-06-01,2025-06-01,,CalTrans,34.44805,-119.242889,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Ojai, California United States""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Ojai"",""adminArea5Type"":""City"",""adminArea4"":""Ventura County"",""adminArea4Type"":""County"",""adminArea3"":""CA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""93023"",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":34.44805,""lng"":-119.242889},""displayLatLng"":{""lat"":34.44805,""lng"":-119.242889}}]}]}"
3417,planning,US 79 Improvement Project,"us 79,texas,highway,stimulus,TX",United States,Round Rock,Transport,Highways,38,,2021-06-01,1111-11-11,,TxDOT,30.508235,-97.678893,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Round Rock""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Round Rock"",""adminArea5Type"":""City"",""adminArea4"":""Williamson County"",""adminArea4Type"":""County"",""adminArea3"":""TX"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":30.508235,""lng"":-97.678893},""displayLatLng"":{""lat"":30.508235,""lng"":-97.678893}}]}]}"
